M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25	M26	M27	M28	M29	M30	M31	M32	M33	M34	M35	M36	M37	M38	M39	M40	M41	M42	M43	M44	M45	M46	M47	M48	M49	M50	M51	M52	M53	M54	M55	M56	M57	M58	M59	M60	M61	M62	M63	M64	M65	M66	M67	M68	M69	M70	M71	M72	M73	M74	M75	M76	M77	M78	M79	M80	M81	M82	M83	M84	M85	M86	M87	M88	M89	M90	M91	M92	M93	M94	M95	M96	M97	M98	M99	M100	M101	M102	M103	M104	M105	M106	M107	M108	M109	M110	M111	M112	M113	M114	M115	M116	M117	M118	M119	M120	M121	M122	M123	M124	M125	M126	M127	M128	M129	M130	M131	M132	M133	M134	M135	M136	M137	M138	M139	M140	M141	M142	M143	M144	M145	M146	M147	M148	M149	M150	M151	M152	M153	M154	M155	M156	M157	M158	M159	M160	M161	M162	M163	M164	M165	M166	M167	M168	M169	M170	M171	M172	M173	M174	M175	M176	M177	M178	M179	M180	M181	M182	M183	M184	M185	M186	M187	M188	M189	M190	M191	M192	M193	M194	M195	M196	M197	M198	M199	M200	M201	M202	M203	M204	M205	M206	M207	M208	M209	M210	M211	M212	M213	M214	M215	M216	M217	M218	M219	M220	M221	M222	M223	M224	M225	M226	M227	M228	M229	M230	M231	M232	M233	M234	M235	M236	M237	M238	M239	M240	M241	M242	M243	M244	M245	M246	M247	M248	M249	M250	M251	M252	M253	M254	M255	M256	M257	M258	M259	M260	M261	M262	M263	M264	M265	M266	M267	M268	M269	M270	M271	M272	M273	M274	M275	M276	M277	M278	M279	M280	M281	M282	M283	M284	M285	M286	M287	M288	M289	M290	M291	M292	M293	M294	M295	M296	M297	M298	M299	M300	M301	M302	M303	M304	M305	M306	M307	M308	M309	M310	M311	M312	M313	M314	M315	M316	M317	M318	M319	M320	M321	M322	M323	M324	M325	M326	M327	M328	M329	M330	M331	M332	M333	M334	M335	M336	M337	M338	M339	M340	M341	M342	M343	M344	M345	M346	M347	M348	M349	M350	M351	M352	M353	M354	M355	M356	M357	M358	M359	M360	M361	M362	M363	M364	M365	M366	M367	M368	PhenoType
GSM747554	2878.9180803877	2697.82284055269	2316.93881360648	2719.38326565196	3162.54662752714	3277.9125116773	2252.78134353845	2644.97074189509	3255.66601208184	3081.3970827547	2320.34815347086	2492.02070875281	3673.00108019772	3716.87994631946	3363.85935493173	2201.58378721617	2624.7052010605	2198.43204102606	3077.5144986592	2158.30807574181	2391.38722048789	2227.79261029548	3479.43008893891	2255.61869297944	2448.55225214276	3365.47580079499	3636.06472569269	2901.11847112034	3396.30955818987	4307.98373049137	2295.32134519876	2190.52010027232	2998.51180104619	2232.48179311076	3322.238289373	2415.17307130866	2228.04941821321	2883.99802843759	3509.84841881072	2276.02050188027	3289.37858992705	2272.12332095769	3368.3720681662	2303.99611308991	2365.76313002645	2227.56867149719	2417.64795001949	2182.25992799087	3267.10208075539	3021.41385965364	2672.36461014151	2531.54577999282	2271.73584557889	2948.30210788395	3240.81143904943	2305.91774577784	2300.5449474991	3452.82616588016	2301.52463108615	2341.26937543317	2201.91539864822	3182.28189826727	2305.44205305373	2263.61937370472	2203.58552672994	2290.66236058485	3100.66620869404	2391.34612672894	3164.72137086113	2480.22622897009	2199.28504263135	2553.95741566674	2917.92871587238	2206.70551338189	3618.76540055322	2474.45363398119	2182.94030448006	3634.22232285072	2288.11283645595	2315.21819866779	2258.64189746705	2242.74662877806	2610.09954530736	2388.80704058708	2318.42879446145	2533.59678375255	3473.26710923673	2807.53575078998	2591.38961853256	3260.72829696424	2291.84766742851	3876.16108453358	2440.07652416221	2211.42645246437	3360.06819226559	3865.72347183241	2385.94428053535	2222.06693900112	3233.9869864451	2697.71958262048	2430.37057183039	2237.70881065359	2706.16462139267	2505.25067415751	3532.98049147383	2174.82795255788	2325.26897273644	5312.86086756624	4539.43682184678	2156.14962359059	4050.24113317894	2264.09740588992	2406.3232974082	2371.04206819571	2348.33172364563	2286.97991435117	2431.17951618974	2271.16751717352	2284.16912798807	3661.27516112628	2112.71178495473	2236.66199140218	2240.12761425923	3046.18711461017	3054.37869528798	2465.9032242386	2281.33442765875	2831.27418618235	2978.87931649359	2258.71473513626	3568.04476429078	2232.47273583099	3036.18701529679	3046.05481857598	2245.75819338367	2575.20723251192	4533.11176513776	2605.64076252065	2997.32883875178	4236.29086714469	2280.97851410693	2907.84101306328	2705.24534002341	2489.19216509134	2487.54540872386	2952.59242948276	2275.49121707073	2751.61602514197	2812.46703857154	4360.95109948883	3698.77249201579	2414.49991491175	4614.15895112771	2272.37848431096	3258.57106633372	2488.5728751768	2265.35779791364	2231.64342249588	2279.80491692568	2442.75491781618	3714.42226193896	2339.08265276453	2274.13317317156	3004.51459762561	2234.7963684003	3432.10868564734	2169.48727325913	2227.86444596154	3359.11715862696	2328.65120836128	2410.12412647899	2748.76882248834	3139.31081246675	2816.95767030256	2996.90222528283	2661.2041243151	2190.79307289583	2212.50368034873	2213.87585696253	2407.55109325567	3198.84622448068	2829.84690484726	2946.9642025398	2445.57970423845	2488.82758641113	3945.49185539921	2278.25436267285	3541.9514641419	2685.91224143506	4706.95846008042	2317.88571748024	3787.27285142035	2225.62913904255	3029.82897789236	2177.17163827389	2543.64617929457	2448.04916297362	2217.90852746359	2629.14480004818	2979.30733538369	3477.24847586846	2270.84385961843	2163.64278917854	2459.54372944113	2335.44427613374	3703.05972437748	2299.07414935284	3021.26402402145	2587.3380284531	2609.18900175441	2230.15614417822	3288.91543078306	2846.91343525424	2814.40942075655	2375.67672052436	2637.57769557444	2581.92070554502	2249.56831233562	3626.24986793978	3143.3687263963	2326.17120914908	2792.37002543432	2341.72290306271	2415.72325716962	2412.61823187473	3885.41197951833	2212.95357939671	2213.22725672971	2351.22387433581	2325.87282409764	2397.00282153705	2360.9467436935	2394.9151165501	2990.13347998276	3444.11706529806	2735.20084547916	2220.11935381394	2282.77254094948	2392.77742116476	2710.23523572115	3204.25791480091	2977.37360051852	2917.62824140634	2678.94991218056	3141.71967163641	2318.92759177164	4154.69952475775	3180.07092363355	3240.00120956744	3633.4780249575	3199.63523526498	2170.45018628649	2336.62083861917	2205.96173738803	2434.72404906584	2561.46510394008	2792.8181650709	2310.76366194663	2522.91707589798	2268.85089172086	2403.59468075445	2341.59685092189	2338.48103764756	2836.98072201516	3729.42194007294	2756.3132276168	2524.02255576433	4504.15533168461	2472.22826023156	2700.81159822929	2978.58388729691	2240.31098992048	2430.33291439343	2309.49371036952	2195.75960233093	2405.50755163905	4235.0791883924	2353.33949984777	2672.81764567375	3928.63219121248	2243.64000271458	2753.31534288001	2922.28654384401	2282.31576889409	2363.26117905877	3110.67431676377	2242.41030353361	2824.25061589133	2446.33666800382	2271.79712913785	2214.44414684329	2954.73461262102	2503.24785777203	2868.96306794482	2275.20148151978	3013.09912199535	2299.36024396528	2200.45238792356	2234.54349435345	2322.43631130362	2307.85811487057	3559.69020382203	2229.62051116813	2499.01863692204	2251.71147421689	2659.77903415771	2304.4055402242	2354.39741963674	3982.56810873268	3040.92334677577	3316.46026096118	2401.56025674859	2163.87242671071	3442.50545681669	2335.19156127346	3288.25058952214	3392.71322534931	2193.9255527861	4092.43709558801	2190.91472705332	2559.6054318992	3626.61810245953	2344.09524417874	2998.36300158046	2341.42306279888	2687.53370567314	2231.93297378292	3256.31925925415	2529.61870043471	2796.4497697305	2238.60336213461	2183.72824130017	3978.8185926172	3613.39037366249	2954.28332159914	2312.70712718183	2098.30511495968	2522.64556720942	2684.26306019817	2389.41333280905	2287.43602712702	2422.38954519506	3893.66062785504	2564.99982939694	2946.83991853292	2928.02395423939	2343.668454805	2990.94234947354	2206.02422938386	2473.98346154208	2689.80030256624	2145.04449434916	2247.22600078497	2229.61174863792	2271.3629921045	2252.20947559423	2235.78767478769	2289.65809466606	2271.89670251878	2511.68016743356	2347.33598111375	2297.21454418486	2275.93827329368	2205.18433741055	2159.18570910664	2343.17356229052	2367.91027993111	2328.14985134556	Case
GSM747555	2863.3142393734	2724.83080296788	2295.56551823085	2793.0798357039	3782.64787489353	3168.21702187638	2272.36425427602	2903.03161183821	3147.2800867629	3118.06998788912	2334.36876070835	2503.34259576241	3670.36380536803	4147.33979766555	3308.01810008335	2214.84655421061	2584.290743253	2166.77023842976	3079.94087466047	2155.74803694768	2425.97114885143	2237.2502308309	3938.4262809568	2321.45417899642	2562.82607018197	3409.12442933723	3446.21911740485	3091.70089627726	3673.04219998876	4501.69997844435	2307.57555155746	2183.56468646826	2749.25833134233	2277.06913622877	3199.59632369469	2390.126088871	2243.8736401164	3029.02892474411	3554.39953720922	2289.55360306904	3328.36855812241	2266.0795489757	3362.41316407558	2344.55206580563	2357.58550199129	2242.37508594295	2384.59061677359	2214.16325670521	3128.3158392514	3202.78827324412	2598.04989128365	2536.83267606076	2295.88574039471	2949.41396849091	3203.57019897496	2289.45003800604	2304.57828552019	3352.29529574786	2300.18661961732	2340.59132434877	2224.5175651738	3520.83751696129	2281.15552741254	2267.26169723794	2228.10896810436	2299.1311863114	3524.90125135281	2444.43008794869	2937.63907590737	2450.13135963517	2226.47605918567	2776.68564697908	3011.94945591255	2210.92448440525	3761.92925754623	2530.87684987073	2185.37626149057	3511.51488226632	2303.09754598847	2374.29000897781	2218.99367403203	2272.53138494663	2837.65509748888	2407.2037364334	2329.21146799508	2464.7900573028	3617.58860533124	2827.62966121115	2757.42290324934	3197.52893628767	2305.05964612056	3592.95746409083	2574.07420591157	2191.78211378399	3199.96844602051	3725.9139968494	2510.83489501528	2278.32434101952	3019.5423448697	2985.38444876423	2469.96542213378	2275.41811112648	2835.49984267646	2579.56047169383	3451.69552262249	2165.24130136425	2272.32226092967	5264.57639929074	4330.43206970199	2209.08610821097	4022.92059827746	2261.26006509071	2391.55461723018	2348.10310619233	2347.89758683886	2271.69978274298	2404.92083654639	2277.46201942057	2300.27802540527	3671.859758925	2164.70366970161	2260.33383591821	2218.27577132012	2773.14256358294	3180.77877921342	2470.21504198485	2290.1030097958	3008.77344510855	2921.68907947057	2235.77819486079	3243.2313921511	2300.11925414522	3158.28033395787	2948.57362776428	2279.83584401243	2633.84021595308	4275.76397557597	2401.99902262021	2767.59112833997	3969.4283935991	2279.37894362859	3244.00914582447	2933.58027616832	2548.09338623175	2818.20383546706	2872.16408264681	2304.33705858433	2826.87883872237	2774.08196736711	4242.25775441174	3667.53724370947	2455.80303032619	4431.12910176244	2245.01155058481	3155.94909924084	2478.26042910597	2177.70051917196	2277.7792068642	2256.50193222869	2404.89905160345	3709.74284931827	2375.68035368802	2249.82497631895	2981.14080277007	2374.69491050663	3371.20332646006	2200.89135443982	2234.38822161519	3172.91637374071	2328.40404012588	2523.52652585041	2645.77498909198	3078.02437363077	2571.48803284421	2912.87151210203	2515.02071562268	2221.60076347065	2213.00950545606	2181.91203857546	2372.72362063131	3258.03465692743	2761.93548343364	2864.81014667938	2445.09733818273	2601.46954572859	3755.64214974388	2288.52976501371	3567.85610254668	2712.54879708908	4505.3864042085	2289.20935515658	3553.147633355	2335.43065385677	2991.04280426971	2206.74730544868	2783.65700971866	2562.24840301	2268.56677625178	2780.89928190997	3234.61569795592	3480.06128351903	2350.24101142215	2145.77553474176	2497.48818123316	2354.68835586481	3634.62753681206	2370.85962903838	3184.32618398125	2547.96746628254	2726.78709878327	2269.83340977052	3145.08175516566	2759.88589464438	2850.39800974247	2408.06066414763	2612.69110316499	2793.30556418915	2247.68815270669	3768.02013734483	3204.97219347102	2327.77663930468	2672.79766358931	2334.5042323967	2424.56333437889	2431.97949613203	3773.09085513106	2166.06431654422	2233.36179496134	2307.16050722374	2286.86234339049	2369.23418983608	2360.73519052133	2437.47296213675	2873.79175755623	3363.66384646674	2741.3127574916	2246.47926846087	2310.12689253354	2473.24608180342	2673.35803689837	3120.24510877483	2873.04230693726	2969.52724455242	2782.78098508142	2996.53774994181	2270.66539363586	4022.30381770245	3152.20811661436	3282.88204301581	3626.14686381334	3041.86747493298	2222.91445609339	2289.25251970902	2218.65792319054	2353.44632932754	2607.68413344103	2777.34352246594	2435.43229978786	2560.38545734489	2231.15855748192	2373.43718376249	2707.16051311099	2359.4163582122	2828.92876110142	3508.95049778372	2731.60997719931	2362.19448744024	4395.04856162224	2472.37521615415	2874.17009390238	2890.62135707274	2206.29321362868	2458.36010059769	2275.96742935725	2242.09374884066	2425.680099042	3963.1426951772	2373.08522358909	2670.98839128343	3899.62458406343	2270.0620313096	2839.07371757573	2964.73843381174	2257.39640627515	2406.38551715295	3205.19693793923	2252.40876545751	2691.21990671697	2584.79575777319	2258.03093666768	2273.5838337893	2959.66565913125	2451.91685747733	3028.5584356748	2298.10557287371	3193.78979714538	2309.44822231187	2164.81073272308	2235.37369211015	2412.31352027915	2315.3627208784	3509.27636366046	2231.46941582403	2335.22706284166	2228.53132409992	2712.05664689837	2479.12737835282	2719.31726221418	3673.34931018007	3098.61665549834	2789.63924995627	2448.87885597486	2161.28636823008	3321.23605548959	2282.97132693439	3256.07126322445	3340.0624426496	2219.28108348823	4033.96445614659	2192.55581084524	2482.28731857787	3473.03723544326	2410.26306255404	2932.38216366798	2306.40181296276	2462.6261426305	2232.5884540691	3218.5964393924	2498.03189581096	2536.70956103358	2244.57371216262	2206.204746053	3993.39570936355	3864.32080192576	2943.84121299995	2288.56122406061	2154.09035461681	2494.31853048606	2816.61604347512	2376.61642558027	2299.50353224435	2397.48981584447	3713.34872552994	2525.76526587832	2851.8575113311	2998.59689083438	2331.87711263917	2805.40918729714	2192.04556486507	2577.72883321214	2786.79746079776	2165.08077402345	2254.70358571684	2217.98819251975	2233.9908884958	2270.35058356577	2201.4318212515	2329.41268564264	2258.40472730664	2490.26086808427	2355.72603935321	2300.8850116966	2211.94274102266	2208.73751124907	2182.02912531463	2370.6961693122	2424.89022688185	2349.88018307735	Case
GSM747556	2910.10349949991	2758.72634131259	2270.41914418248	2626.80023503078	3059.50171827492	3123.09891681251	2215.95331723798	2589.42676929808	3217.73778092819	3088.69157066583	2329.19749551333	2525.09681183877	3553.70867095077	3751.53773931309	3455.94246779133	2192.93249619806	2697.13490714365	2187.2427445394	3218.95994038644	2143.50885858907	2387.80919705258	2211.9165844041	3549.18628606807	2217.76870010522	2331.76010234099	3546.5683300569	3361.5387688236	2804.58055428794	3188.21636997159	4241.978178072	2279.85921132516	2208.33076494668	3055.89966589819	2211.72170515307	3342.42860822352	2354.38935016937	2204.69718802793	3025.49090629591	3711.3158708837	2266.33522745019	3310.41337043317	2298.13085018161	3444.52580013874	2280.87348799005	2336.92981903264	2198.6381395424	2374.12303463557	2167.72186171301	3329.36399015456	3010.35791039168	2788.0654485664	2538.935116536	2299.57772614152	2977.65211229994	3330.84885412963	2342.75439972107	2329.72684761045	3570.70009380332	2322.6808167941	2353.18655862362	2172.9002228689	3305.11448991601	2290.66357734182	2251.74253978363	2222.18269031088	2285.8758390255	3065.19528013375	2427.66587943127	3079.66954521078	2465.95587908625	2229.95426803992	2535.23333282323	2941.50011666096	2191.68328598846	3409.27350725483	2489.20913903524	2178.16559424379	3537.80798578079	2293.74500594202	2356.70646372358	2262.38742191487	2282.91853488354	2536.18033963451	2428.09141301211	2298.48079724669	2499.86322539907	3449.38790015989	2765.29095246614	2400.01013102796	3328.1019081769	2279.38968256525	3850.9225017831	2410.11170351766	2201.44894373849	3415.3666297332	3848.98341265031	2606.13669618832	2268.53952553681	3079.17222551297	2708.40272614655	2490.13727889402	2264.61480772356	2415.68450969278	2345.83664982308	3559.13045002622	2156.86318582334	2322.61706128385	5275.73214989021	4536.1055420259	2201.31492931326	4091.85087517104	2247.26523150019	2323.47664766976	2318.80066082555	2356.15472670046	2288.91818947802	2421.54029184032	2282.76765044856	2334.11973433129	3524.05591445153	2219.8279238039	2230.45868721226	2229.05831268351	3123.78859099552	3130.08913269773	2481.60416209086	2312.60679674179	2862.96434116779	2861.92951134806	2230.25759896126	3288.75963004733	2325.11410478905	2950.18564401205	3023.72706168599	2227.37868380698	2591.24858078906	4493.17622797732	2391.06229920204	2944.85309789336	3789.23323738503	2285.33058507831	2863.71137236751	2704.2166411619	2453.58494288036	2334.83562396928	2903.80087046433	2335.6551756643	2521.49058769943	2878.02169465204	4183.28352917203	3760.16394029382	2321.79258420812	4616.7613446941	2266.74215036676	3275.94300569568	2471.85140732815	2161.86963311439	2247.81049887892	2210.31976094963	2356.11525141491	3818.36389481683	2348.86220286875	2275.86243658612	2984.77322177476	2178.39905540169	3466.15580663671	2167.42470058607	2250.63036863606	3323.90561086838	2301.01830416291	2403.90870635214	2836.38120767427	3082.47333705581	2319.53081439221	3086.02705986037	2693.74294868159	2240.40015070557	2171.04583300481	2216.10905517679	2266.1168851201	3636.72039923125	2800.48738540514	3103.20037003808	2523.57143435669	2487.76732349743	3992.50772868308	2226.09658666195	3690.84074963421	2426.75178823356	4643.96574192548	2258.35992707394	3944.79092498313	2379.43366956218	2783.06305687333	2174.08895304807	2423.13451320688	2350.78675508596	2204.47923702747	2614.73314921999	2718.14408588417	3473.18068895443	2313.12507943781	2180.45731202975	2476.36727392253	2358.22206849237	3684.65238703517	2307.86914426179	3013.73080369532	2605.971055214	2605.70292217838	2248.09077039332	3363.99016216664	2350.86337982318	2866.46063290068	2393.92433744929	2596.91378722244	2662.24641904026	2195.58521266249	3661.58331664928	3040.8562405542	2228.25299115681	2593.04618574729	2322.91970284066	2430.15955343591	2411.25729160182	4058.30741713208	2147.37553619232	2236.8353505136	2356.80516155734	2288.83380457988	2353.94185275934	2362.59069640637	2377.58389288633	3095.56561065826	3484.37594462633	2780.35041724271	2207.145452186	2321.69958061977	2354.43063471918	2665.18520254555	3258.92896595087	2554.47674442906	2844.06855006713	2642.12691369026	3115.263227456	2232.89384727298	4194.18981332406	3285.9525354964	3159.21165533765	3824.26188211895	3156.29479790804	2163.17537702381	2324.4991132157	2234.31873580777	2427.0277387864	2563.67350001543	2998.00574421343	2268.78048439616	2564.96683863041	2249.16957252221	2408.64940488679	2325.72060872043	2287.7038130506	2782.21042548218	3773.76935340289	2759.61092088368	2445.83637373624	4556.29465867302	2251.95899915753	2660.81391881748	2984.47945301831	2231.84340311065	2408.3962683431	2236.11486002986	2195.66012433429	2455.44063197334	3987.45454509049	2382.01538256889	2589.00071551746	4040.94567520383	2261.99793603669	2524.83476728231	2925.12712821127	2262.48183581454	2387.07111089311	2843.84461223157	2196.33120636677	2840.61294027998	2457.47080834094	2234.18753075174	2247.64720479333	2891.4116521223	2452.28889980737	2823.0815631289	2252.59197991433	3068.491043384	2346.12378303753	2204.3807319544	2242.99367656706	2364.34585553141	2267.83854962344	3687.26617128373	2281.942526481	2405.53970471749	2233.67590828271	2732.00112757471	2352.79096175939	2247.03570578245	4009.42009859444	3066.99062750482	3031.99904001688	2628.19049851672	2165.80009526905	3493.05460628422	2286.87779207421	3294.61863975677	3542.70753111042	2222.32993588854	4080.85321300958	2192.98616607651	2580.438170218	3607.64466661902	2301.21383684004	3213.734617497	2271.68384748783	2418.35773103113	2249.47178608493	3352.39399763937	2572.60291647889	2379.07669562545	2295.19532727254	2184.64591270488	4069.06169985352	3594.59072553249	2948.40546048259	2307.3499061116	2133.77324754904	2559.68154973907	2673.71825328007	2362.78925045316	2310.56821404746	2360.56501924046	3963.19091015643	2548.65187115095	2804.47268053671	2982.87741486057	2385.92996429132	2954.33520574505	2196.22745246708	2472.915059773	2691.76969952153	2154.26970424962	2218.41608890744	2264.52889308233	2251.97757569843	2252.11429821181	2290.04850263814	2297.68920456529	2268.50376570464	2407.33412349747	2366.07084379549	2257.64700072329	2267.1570098693	2251.16674796783	2126.66597001564	2348.03371847598	2393.20014566973	2342.12237006225	Case
GSM747557	2874.51510790019	2743.07808151563	2265.82858815406	2690.29799352215	3230.8271986184	3229.81446291143	2249.49250286319	2686.30121199135	3362.92174642373	3047.90039228432	2293.60399226019	2474.76842874779	3719.65750272356	3772.79420833937	3417.81079779721	2235.75718383926	2608.38574435998	2185.17449263385	3082.09858491721	2191.20037479605	2379.99796669897	2228.33557644568	3564.26301806622	2257.64384867629	2425.60935997809	3387.0396707022	3590.33294079945	2895.95689304015	3436.68488726994	4273.76485864167	2276.55056008772	2175.93843804724	2967.49522775837	2221.12573124051	3282.14616214151	2347.1329234285	2210.75010310026	2939.80356789938	3529.20266123221	2227.39517752559	3264.56945365752	2245.57358724912	3416.23741877795	2274.21571984724	2345.49983075067	2198.21778217971	2396.19654828037	2178.03593116897	3300.84368935037	3022.1754270691	2665.03723563785	2582.76144110629	2299.86586285331	2935.94352161902	3351.45704268801	2325.55176334322	2336.43078804675	3492.86067736399	2293.63853516496	2366.42685107049	2255.51615914407	3399.73157083325	2290.73471689905	2224.18841906297	2249.79287777887	2253.00400887136	3127.71406841659	2390.90997887651	3142.31089643685	2432.74107210269	2233.6946249302	2564.3469424024	2997.38641409326	2225.75080334655	3651.54079008003	2567.87299831285	2191.9611027687	3264.76233360615	2295.84945784827	2360.61611130004	2256.59671126935	2273.9893972297	2620.36112850349	2365.60988402113	2337.66255417788	2439.14160544623	3477.25213219889	2789.7536373624	2565.68681623504	3314.81639288147	2263.50806912943	3754.57320631149	2512.01313962009	2224.23554698164	3404.38550861252	3840.46257214888	2430.58771052149	2283.95458802822	3284.43098103541	2665.45222928459	2502.60058956056	2278.23830083804	2599.18722883345	2502.40271372078	3530.14209422436	2172.19987472099	2277.44768354812	5257.02502558798	4475.54445212541	2217.23233049887	4085.74911771526	2298.48058641411	2361.80477548276	2305.4045100494	2326.24045109537	2225.08759852333	2371.0508784788	2285.41979219201	2302.26207926645	3708.99436963209	2207.09301240254	2244.41846410677	2276.10273759551	3037.55157381733	3071.20566224923	2429.59617658816	2288.65022078981	2877.36887795792	3092.21798732886	2240.54871280963	3492.31022802187	2303.28870712996	3052.81984554343	2993.07453205522	2267.76565919242	2595.24577344858	4522.80030089429	2541.30459468574	2985.36403452401	4184.02087038541	2318.79598522196	3003.41247593765	2736.65377966545	2444.33934432621	2571.80782614699	2936.07881687091	2313.18985628835	2688.59630507716	2772.16170925156	4278.82788197173	3711.44521306406	2411.45566020719	4619.37796259107	2245.21384896441	3196.70373817206	2473.70898946253	2204.37689088902	2279.82931811547	2279.89989546876	2393.63810461298	3733.10360092201	2295.97265631364	2235.31365375516	2999.24957367527	2279.17937093468	3401.48166892995	2150.10516838758	2257.19968081113	3272.18506664519	2320.50327031375	2401.1723103111	2690.21609510126	3170.22045199968	2734.6031505655	3026.38697238854	2563.18944055811	2193.90926437325	2256.50014134306	2225.1119623407	2337.41750940107	3529.82025400114	2815.62209170083	2936.77315100008	2468.67681702176	2550.90896039448	3920.80358032848	2269.40624951842	3604.90128828348	2616.87197314607	4661.41437376708	2321.96648599453	3902.55051138026	2287.9566914191	2975.50194827596	2192.94466244228	2560.32490045819	2427.19638431773	2219.30999069863	2665.12706330719	3001.9729209542	3477.74702053775	2296.61139096214	2119.99019676562	2451.01281856189	2357.99895765344	3711.87848674297	2342.58296211212	3023.55918909589	2596.83886015676	2634.60472563864	2256.29703838473	3288.09823630075	2869.98816877408	2875.28444827664	2393.48244174845	2718.781110277	2656.10225473103	2230.11091753205	3603.78752144974	3116.47268206823	2250.24533716084	2741.94788011296	2409.51079858422	2422.34720458564	2370.75208041055	3935.92704272094	2189.85230309914	2166.39993112832	2322.38615791237	2281.13376261116	2412.87453249891	2342.02350579133	2409.20454025621	2988.82623210648	3390.3959588769	2724.82092888104	2170.19779212161	2317.4638910841	2424.97925443113	2717.90210785725	3127.37334450161	2764.72627939635	2857.33021042916	2684.97331007517	3189.33294454172	2303.68911167102	4122.4210605382	3150.44178352573	3085.85572847195	3693.84339226836	3225.60876906081	2215.40324229197	2273.41670758712	2236.89030480544	2356.96699123212	2558.259012528	2838.14209926838	2349.65719408236	2550.26228379273	2201.64848709888	2347.05928095097	2393.25302932306	2323.14245372409	2781.14997337214	3713.31628555978	2711.80790943353	2598.28542093105	4502.92080674836	2394.32537233126	2705.43953303294	2951.4982035054	2194.86807944839	2401.87995399089	2277.6377295999	2232.06818702768	2406.98290379483	4152.31365565413	2373.2690095038	2575.65735139928	3975.90104345257	2284.55414251921	2715.0053970206	2879.83857967205	2225.4539240664	2352.36668187424	2972.98631216856	2219.44100479522	2864.80486872012	2425.71475066693	2272.11447699394	2230.63818605537	2962.53338547175	2503.25485419607	2846.47957188333	2297.87749200228	3024.828243821	2278.46154853049	2143.43130393297	2215.1814527478	2327.69479519438	2326.40616672526	3554.31474607108	2303.54281950549	2508.31137956439	2236.20407488799	2688.28767966303	2334.09576267915	2387.19153959369	3991.626949408	3188.26189778633	3651.16139928154	2383.13750986191	2151.60768256202	3305.16105441797	2314.20257166763	3234.81864594731	3396.43673360805	2251.79926040925	4052.63310378531	2215.46148473446	2464.96800253398	3638.33207566276	2309.1671497015	3061.41832778943	2271.04740284865	2663.42526124497	2197.36627984846	3201.24065528669	2516.40949697587	2743.36211515193	2230.29440355004	2201.29755505696	4015.2277744497	3635.93049782316	2934.24897073182	2318.68854470406	2112.78314262396	2491.0157528467	2707.11431198123	2412.47330250871	2308.03202827349	2422.54644419517	3994.80647857589	2541.76526499976	2818.89338547589	2969.8807213186	2348.88274564949	3085.31134331334	2236.49125350729	2459.26251115859	2703.97348563329	2115.56323680868	2220.49017497048	2233.12455102486	2224.60678637914	2185.45916405122	2250.9269581391	2303.77412059045	2261.77396492652	2537.61636996313	2357.52963536923	2304.05973615611	2246.62271531704	2206.58261585632	2148.97640734646	2325.00582892474	2377.37900461456	2326.43632683632	Case
